Funds,Rating,1 Yr Ret (%),1 Yr Rank,Riskometer,Category,Expense Ratio (%),Launch,Net Assets (Cr)
ICICI Prudential Nifty Smallcap 250 Index Fund,2,-1.49,32/44,Very High,Equity,0.84,2021-11-02,498.00
ICICI Prudential Nifty Top 15 Equal Weight ETF,--,--,--,Very High,Equity,--,--,--
ICICI Prudential Nifty Top 15 Equal Weight Index Fund,--,--,--,Very High,Equity,--,--,--
ICICI Prudential Passive Strategy Fund (FOF),4,8.71,14/91,Very High,Equity,0.44,2003-12-18,194.00
ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund,4,20.37,3/23,Very High,Equity,1.90,2018-07-13,"5,508"
ICICI Prudential PSU Equity Fund,--,-2.62,2/7,Very High,Equity,2.07,2022-09-12,"2,059"
ICICI Prudential Quality Fund,--,--,--,Very High,Equity,2.07,2025-05-23,"1,801"
ICICI Prudential Quant Fund,--,7.51,9/79,Very High,Equity,2.32,2020-12-11,132.00
ICICI Prudential Retirement Fund - Pure Equity Plan,4,7.96,18/91,Very High,Equity,2.11,2019-02-27,"1,214"
ICICI Prudential Rural Opportunities Fund - Regular Plan,--,--,--,Very High,Equity,2.17,2025-01-28,"1,371"
ICICI Prudential Smallcap Fund,3,-1.53,33/44,Very High,Equity,1.78,2007-10-18,"8,254"
ICICI Prudential Strategic Metal and Energy Equity FoF,--,27.03,8/60,Very High,Equity,1.55,2022-02-02,91.00
ICICI Prudential Technology Fund,--,14.45,3/26,Very High,Equity,1.75,2000-03-03,"13,900"
ICICI Prudential Thematic Advantage Fund (FOF),--,15.59,2/79,Very High,Equity,1.52,2003-12-18,"3,470"
ICICI Prudential Transportation and Logistics Fund,--,-0.60,36/79,Very High,Equity,1.98,2022-10-28,"3,128"
ICICI Prudential US Bluechip Equity Fund,--,7.01,56/60,Very High,Equity,2.02,2012-07-06,"3,015"
ICICI Prudential Value Fund,5,11.42,1/31,Very High,Equity,1.52,2004-08-16,"52,598"
Invesco India Business Cycle Fund - Regular Plan,--,--,--,Very High,Equity,2.38,2025-02-27,350.00
Invesco India Contra Fund,3,8.14,2/31,Very High,Equity,1.65,2007-04-11,"18,398"
Invesco India ELSS Tax Saver Fund,2,4.35,22/38,Very High,Equity,1.92,2006-12-29,"2,845"
Invesco India ESG Integration Strategy Fund - Regular Plan,--,4.86,5/10,Very High,Equity,2.43,2021-03-20,483.00
Invesco India Financial Services Fund,4,14.57,9/52,Very High,Equity,2.14,2008-07-14,"1,372"
Invesco India Flexi Cap Fund - Regular Plan,4,9.05,9/91,Very High,Equity,1.94,2022-02-14,"2,987"
Invesco India Focused Fund - Regular Plan,4,8.84,12/91,Very High,Equity,1.88,2020-09-29,"3,981"
Invesco India Infrastructure Fund,3,-4.57,14/22,Very High,Equity,2.11,2007-11-21,"1,567"
Invesco India - Invesco EQQQ NASDAQ-100 ETF FoF - Regular Plan,--,12.70,35/60,Very High,Equity,0.40,2022-04-21,360.00
Invesco India - Invesco Global Consumer Trends FoF - Regular Plan,--,31.49,6/60,Very High,Equity,1.54,2020-12-24,280.00
Invesco India - Invesco Global Equity Income FoF - Regular Plan,--,20.49,12/60,Very High,Equity,1.40,2014-05-05,41.00
Invesco India - Invesco Pan European Equity FoF - Regular Plan,--,15.34,20/60,Very High,Equity,0.96,2014-01-31,48.00
Invesco India Largecap Fund,4,6.39,68/144,Very High,Equity,2.06,2009-08-21,"1,488"
Invesco India Large & Mid Cap Fund,3,12.30,2/54,Very High,Equity,1.79,2007-08-09,"7,274"
Invesco India Manufacturing Fund - Regular Plan,--,--,--,Very High,Equity,2.28,2024-08-14,814.00
Invesco India Mid Cap Fund,4,14.32,1/53,Very High,Equity,1.80,2007-04-19,"6,641"
Invesco India Multicap Fund,3,5.50,8/25,Very High,Equity,1.89,2008-03-17,"4,003"
Invesco India Nifty 50 ETF,--,7.52,22/144,Very High,Equity,0.10,2011-06-13,93.00
Invesco India PSU Equity Fund,--,-4.53,4/7,Very High,Equity,2.14,2009-11-18,"1,394"
Invesco India Smallcap Fund - Regular Plan,4,8.94,3/44,Very High,Equity,1.76,2018-10-30,"6,823"
Invesco India Technology Fund - Regular Plan,--,--,--,Very High,Equity,2.41,2024-09-23,330.00
ITI Banking and Financial Services Fund - Regular Plan,2,10.51,17/52,Very High,Equity,2.38,2021-12-06,307.00
ITI Bharat Consumption Fund - Regular Plan,--,--,--,Very High,Equity,2.34,2025-02-28,204.00
ITI ELSS Tax Saver Fund - Regular Plan,4,0.90,30/38,Very High,Equity,2.32,2019-10-18,419.00
ITI Flexi Cap Fund - Regular Plan,--,1.51,72/91,Very High,Equity,2.05,2023-02-17,"1,135"
ITI Focused Equity Fund - Regular Plan,--,5.89,29/91,Very High,Equity,2.37,2023-06-19,511.00
ITI Large Cap Fund - Regular Plan,3,-0.14,115/144,Very High,Equity,2.35,2020-12-24,539.00
ITI Large & Mid Cap Fund - Regular Plan,--,--,--,Very High,Equity,2.15,2024-09-11,867.00
ITI Mid Cap Fund - Regular Plan,4,-2.54,48/53,Very High,Equity,2.06,2021-03-05,"1,201"
ITI Multi Cap Fund - Regular Plan,3,-1.35,23/25,Very High,Equity,2.02,2019-05-15,"1,248"
ITI Pharma and Healthcare Fund - Regular Plan,3,14.38,11/23,Very High,Equity,2.35,2021-11-08,221.00
ITI Small Cap Fund - Regular Plan,4,2.26,12/44,Very High,Equity,1.93,2020-02-17,"2,504"
ITI Value Fund - Regular Plan,3,-4.77,29/31,Very High,Equity,2.37,2021-06-14,323.00
JM ELSS Tax Saver Fund,4,-0.82,33/38,Very High,Equity,2.38,2008-03-31,199.00
JM Flexicap Fund,4,-4.98,84/91,Very High,Equity,1.77,2008-09-23,"5,917"
JM Focused Fund,3,-1.35,78/91,Very High,Equity,2.37,2008-03-05,279.00
JM Large Cap Fund,4,-3.24,121/144,Very High,Equity,2.36,1995-04-01,526.00
JM Midcap Fund - Regular Plan,--,-2.24,46/53,Very High,Equity,2.05,2022-11-21,"1,396"
JM Small Cap Fund - Regular Plan,--,--,--,Very High,Equity,2.27,2024-06-18,720.00
JM Value Fund,3,-4.67,28/31,Very High,Equity,2.18,1997-06-02,"1,089"
Kotak Banking & Financial Services Fund - Regular Plan,--,9.90,20/52,Very High,Equity,2.15,2023-02-27,"1,213"
Kotak Bluechip Fund - Regular Plan,4,5.82,78/144,Very High,Equity,1.73,1998-12-29,"10,138"
Kotak BSE Housing Index Fund - Regular Plan,--,-7.88,72/79,Very High,Equity,0.72,2023-08-28,17.00
Kotak BSE PSU Index Fund - Regular Plan,--,--,--,Very High,Equity,1.04,2024-07-31,79.00
Kotak BSE Sensex ETF,--,7.24,33/144,Very High,Equity,0.18,2008-06-06,28.00
Kotak BSE Sensex Index Fund - Regular Plan,--,--,--,Very High,Equity,0.31,2025-02-17,10.00
Kotak Business Cycle Fund - Regular Plan,--,7.33,10/79,Very High,Equity,1.95,2022-09-28,"2,729"
Kotak Consumption Fund - Regular Plan,--,7.50,2/21,Very High,Equity,2.12,2023-11-16,"1,248"
Kotak ELSS Tax Saver - Regular Plan,3,-0.68,32/38,Very High,Equity,1.76,2005-11-23,"6,266"
Kotak Emerging Equity Fund - Regular Plan,4,4.79,11/53,Very High,Equity,1.42,2007-03-30,"53,464"
Kotak Energy Opportunities Fund - Regular Plan,--,--,--,Very High,Equity,2.42,2025-04-25,184.00
Kotak Equity Opportunities Fund - Regular Plan,3,0.73,33/54,Very High,Equity,1.59,2004-09-09,"27,046"
Kotak ESG Exclusionary Strategy Fund - Regular Plan,--,1.59,9/10,Very High,Equity,2.28,2020-12-11,875.00
Kotak Flexicap Fund - Regular Plan,3,5.28,37/91,Very High,Equity,1.46,2009-09-11,"52,533"
Kotak Focused Equity Fund - Regular Plan,3,3.86,50/91,Very High,Equity,1.89,2019-07-16,"3,536"
Kotak Global Emerging Market - Regular Plan,--,11.08,41/60,Very High,Equity,1.62,2007-09-26,93.00
Kotak Global Innovation FoF - Regular Plan,--,8.85,--,Very High,Equity,1.59,2021-07-29,497.00
Kotak Healthcare Fund - Regular Plan,--,12.81,17/23,Very High,Equity,2.40,2023-12-11,435.00
Kotak India EQ Contra Fund - Regular Plan,3,1.84,18/31,Very High,Equity,1.86,2005-07-27,"4,283"
Kotak Infrastructure and Economic Reform Fund - Standard Plan,3,-7.37,20/22,Very High,Equity,1.99,2008-02-25,"2,402"
Kotak International REIT FOF - Regular Plan,--,14.11,23/60,Very High,Equity,1.36,2020-12-29,65.00
Kotak Manufacture in India Fund - Regular Plan,--,-2.00,42/79,Very High,Equity,1.97,2022-02-22,"2,429"
Kotak MNC Fund - Regular Plan,--,--,--,Low to Moderate,Equity,1.99,2024-10-28,"2,242"
Kotak MSCI India ETF,--,--,--,Very High,Equity,0.40,2025-02-19,"1,174"
Kotak Multicap Fund - Regular Plan,4,1.31,22/25,Very High,Equity,1.63,2021-09-29,"17,943"
Kotak Nasdaq 100 FOF - Regular Plan,--,12.37,38/60,Very High,Equity,0.61,2021-02-02,"3,158"
Kotak Nifty 100 Equal Weight ETF,--,--,--,Very High,Equity,0.25,2025-02-24,1.00
Kotak Nifty 100 Equal Weight Index Fund - Regular Plan,--,--,--,Very High,Equity,0.72,2024-12-23,11.00
Kotak Nifty 100 Low Volatility 30 ETF,--,6.57,63/144,Very High,Equity,0.09,2022-03-23,172.00
Kotak Nifty 100 Low Volatility 30 Index Fund - Regular Plan,--,5.34,82/144,Very High,Equity,0.94,2024-06-07,106.00
Kotak Nifty 200 Momentum 30 Index Fund - Regular Plan,--,-10.83,45/54,Very High,Equity,0.79,2023-06-15,447.00
Kotak Nifty200 Quality 30 ETF,--,--,--,Very High,Equity,--,--,--
Kotak Nifty 200 Quality 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,--,--,--
Kotak Nifty 50 Equal Weight Index Fund - Regular Plan,--,--,--,Very High,Equity,0.72,2024-12-23,12.00
Kotak Nifty 50 ETF,--,7.59,12/144,Very High,Equity,0.04,2010-02-02,"3,063"
Kotak Nifty 50 Index Fund - Regular Plan,3,6.94,55/144,Very High,Equity,0.35,2021-06-21,900.00
Kotak Nifty 50 Value 20 ETF,--,2.86,11/31,Very High,Equity,0.14,2015-12-02,119.00
Kotak Nifty Alpha 50 ETF,--,-7.09,87/91,Very High,Equity,0.30,2021-12-22,655.00
Kotak Nifty Bank ETF,--,8.99,29/52,Very High,Equity,0.15,2014-12-04,"5,541"
Kotak Nifty Commodities Index Fund - Regular Plan,--,--,--,Very High,Equity,0.48,2025-03-10,5.00
Kotak Nifty Financial Services Ex-Bank Index Fund - Regular Plan,--,21.47,2/52,Very High,Equity,0.73,2023-08-14,55.00
Kotak NIFTY India Consumption ETF,--,5.62,4/21,Very High,Equity,0.10,2022-07-28,6.00
Kotak Nifty India Tourism Index Fund - Regular Plan,--,--,--,Very High,Equity,0.96,2024-09-23,29.00
Kotak Nifty IT ETF,--,13.70,6/26,Very High,Equity,0.09,2021-03-02,184.00
Kotak Nifty Midcap 150 ETF,--,--,--,Very High,Equity,0.10,2025-03-21,2.00
Kotak Nifty Midcap 150 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.78,2025-03-21,5.00
Kotak Nifty Midcap 150 Momentum 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.93,2024-10-08,216.00
Kotak Nifty Midcap 50 ETF,--,5.05,10/53,Very High,Equity,0.05,2022-01-28,68.00
Kotak Nifty Midcap 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.86,2024-08-16,56.00
Kotak Nifty MNC ETF,--,-6.21,5/6,Very High,Equity,0.30,2022-08-05,36.00
Kotak Nifty Next 50 Index Fund - Regular Plan,3,-6.77,132/144,Very High,Equity,0.57,2021-03-10,643.00
Kotak Nifty PSU Bank ETF,--,-8.10,52/52,Very High,Equity,0.49,2007-11-08,"1,523"
Kotak Nifty Smallcap 250 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.73,2025-01-27,25.00
Kotak Nifty Smallcap 50 Index Fund - Regular Plan,--,2.33,11/44,Very High,Equity,0.90,2023-04-10,130.00
Kotak Nifty Top 10 Equal Weight Index Fund - Regular Plan,--,--,--,Very High,Equity,0.92,2025-04-28,13.00
Kotak Pioneer Fund - Regular Plan,--,5.78,15/79,Very High,Equity,1.88,2019-10-31,"2,807"
Kotak Quant Fund - Regular Plan,--,-6.12,65/79,Very High,Equity,1.66,2023-08-02,659.00
Kotak Small Cap Fund - Regular Plan,2,-0.93,24/44,Very High,Equity,1.66,2005-02-24,"17,329"
Kotak Special Opportunities Fund - Regular Plan,--,--,--,Very High,Equity,2.02,2024-06-29,"2,089"
Kotak Technology Fund - Regular Plan,--,14.13,4/26,Very High,Equity,2.40,2024-03-04,581.00
Kotak Transportation & Logistics Fund - Regular Plan,--,--,--,Very High,Equity,2.41,2024-12-16,391.00
LIC MF Banking & Financial Services Fund - Regular Plan,1,3.13,46/52,Very High,Equity,2.42,2015-03-27,273.00
LIC MF BSE Sensex ETF,--,7.33,31/144,Very High,Equity,0.10,2015-11-30,813.00
LIC MF BSE Sensex Index Plan,2,6.28,70/144,Very High,Equity,1.08,2002-12-05,89.00
LIC MF Children's Fund,2,-1.87,79/91,Very High,Equity,2.45,2001-11-12,15.00
LIC MF Dividend Yield Fund - Regular Plan,--,4.49,3/9,Very High,Equity,2.35,2018-12-21,560.00
LIC MF ELSS Tax Saver,3,4.70,19/38,Very High,Equity,2.15,1997-03-31,"1,113"
LIC MF Flexi Cap Fund,2,-4.69,83/91,Very High,Equity,2.28,1993-04-15,980.00
LIC MF Focused Fund - Regular Plan,--,5.15,--,Very High,Equity,2.52,2017-11-17,140.00
LIC MF Healthcare Fund - Regular Plan,1,14.51,10/23,Very High,Equity,2.45,2019-02-28,84.00
LIC MF Infrastructure Fund,3,1.14,4/22,Very High,Equity,2.16,2008-03-24,"1,005"
LIC MF Large Cap Fund,2,5.32,83/144,Very High,Equity,2.12,1994-09-01,"1,469"
LIC MF Large & Mid Cap Fund - Regular Plan,2,3.28,16/54,Very High,Equity,1.91,2015-02-25,"3,055"
LIC MF Manufacturing Fund - Regular Plan,--,--,--,Very High,Equity,2.21,2024-10-11,874.00
LIC MF Midcap Fund - Regular Plan,2,0.97,38/53,Very High,Equity,2.48,2017-01-25,335.00
LIC MF Multi Cap Fund - Regular Plan,--,4.23,11/25,Very High,Equity,2.04,2022-10-31,"1,569"
LIC MF Nifty 100 ETF,--,4.79,91/144,Very High,Equity,0.28,2016-03-17,738.00
LIC MF Nifty 50 ETF,--,7.56,18/144,Very High,Equity,0.06,2015-11-20,867.00
LIC MF Nifty 50 Index Plan,2,6.51,65/144,Very High,Equity,1.01,2002-12-05,331.00
LIC MF Nifty Midcap 100 ETF,--,4.79,12/53,Very High,Equity,0.16,2024-02-14,712.00
LIC MF Nifty Next 50 Index Fund,2,-6.91,137/144,Very High,Equity,0.90,2010-09-20,97.00
LIC MF Small Cap Fund - Regular Plan,2,-4.37,40/44,Very High,Equity,2.38,2017-06-21,576.00
LIC MF Value Fund - Regular Plan,1,-2.45,24/31,Very High,Equity,2.41,2018-08-20,165.00
Mahindra Manulife Asia Pacific REITs FoF - Regular Plan,--,16.48,17/60,Very High,Equity,1.37,2021-10-20,25.00
Mahindra Manulife Business Cycle Fund - Regular Plan,--,1.00,29/79,Very High,Equity,2.11,2023-09-11,"1,220"
Mahindra Manulife Consumption Fund - Regular Plan,2,-0.80,20/21,Very High,Equity,2.38,2018-11-13,495.00
Mahindra Manulife ELSS Tax Saver Fund - Regular Plan,3,3.87,24/38,Very High,Equity,2.15,2016-10-18,950.00
Mahindra Manulife Flexi Cap Fund - Regular Plan,3,4.03,46/91,Very High,Equity,2.05,2021-08-23,"1,502"
Mahindra Manulife Focused Fund - Regular Plan,4,3.37,53/91,Very High,Equity,1.98,2020-11-17,"2,112"
Mahindra Manulife Large Cap Fund - Regular Plan,4,5.02,88/144,Very High,Equity,2.31,2019-03-15,675.00
Mahindra Manulife Large & Mid Cap Fund - Regular Plan,3,0.45,35/54,Very High,Equity,1.93,2019-12-30,"2,629"
Mahindra Manulife Manufacturing Fund - Regular Plan,--,--,--,Very High,Equity,2.24,2024-06-24,873.00
Mahindra Manulife Mid Cap Fund - Regular Plan,3,0.69,40/53,Very High,Equity,1.86,2018-01-30,"3,776"
Mahindra Manulife Multi Cap Fund - Regular Plan,2,3.71,12/25,Very High,Equity,1.80,2017-05-11,"5,408"
Mahindra Manulife Small Cap Fund - Regular Plan,--,-1.10,25/44,Very High,Equity,1.85,2022-12-12,"3,841"
Mahindra Manulife Value Fund - Regular Plan,--,--,--,Very High,Equity,2.37,2025-03-03,383.00
Mirae Asset Banking and Financial Services Fund - Regular Plan,3,11.47,16/52,Very High,Equity,2.05,2020-12-11,"1,998"
Mirae Asset BSE 200 Equal Weight ETF,--,--,--,Low,Equity,0.36,2025-03-10,16.00
Mirae Asset BSE 200 Equal Weight ETF FoF - Regular Plan,--,--,--,Low,Equity,0.64,2025-03-18,9.00
Mirae Asset BSE Select IPO ETF,--,--,--,Low,Equity,0.36,2025-03-10,18.00
Mirae Asset BSE Select IPO ETF FoF - Regular Plan,--,--,--,Low,Equity,0.64,2025-03-18,10.00
Mirae Asset BSE Sensex ETF,--,7.40,27/144,Very High,Equity,0.05,2023-09-29,19.00
Mirae Asset Diversified Equity Allocator Passive FoF - Regular Plan,4,3.68,102/144,Very High,Equity,0.11,2020-09-21,938.00
Mirae Asset ELSS Tax Saver Fund - Regular Plan,3,6.22,11/38,Very High,Equity,1.56,2015-12-28,"25,567"
Mirae Asset Flexi Cap Fund - Regular Plan,--,5.75,32/91,Very High,Equity,1.93,2023-02-24,"2,815"
Mirae Asset Focused Fund - Regular Plan,2,8.97,10/91,Very High,Equity,1.77,2019-05-14,"7,927"
Mirae Asset Global Electric & Autonomous Vehicles Equity Passive FoF - Regular Plan,--,-0.33,60/60,Very High,Equity,0.53,2022-09-07,47.00
Mirae Asset Global X Artificial Intelligence & Technology ETF FoF - Regular Plan,--,20.36,13/60,Very High,Equity,0.40,2022-09-07,314.00
Mirae Asset Great Consumer Fund - Regular Plan,3,2.69,15/21,Very High,Equity,1.85,2011-03-29,"4,224"
Mirae Asset Hang Seng TECH ETF,--,40.77,4/60,Very High,Equity,0.56,2021-12-06,365.00
Mirae Asset Hang Seng TECH ETF FoF - Regular Plan,--,53.47,2/60,Very High,Equity,0.52,2021-12-08,87.00
Mirae Asset Healthcare Fund - Regular Plan,2,14.59,9/23,Very High,Equity,1.94,2018-07-02,"2,691"
Mirae Asset Large Cap Fund - Regular Plan,3,6.95,52/144,Very High,Equity,1.52,2008-04-04,"39,530"
Mirae Asset Large & Midcap Fund - Regular Plan,2,2.74,21/54,Very High,Equity,1.53,2010-07-09,"39,459"
Mirae Asset Midcap Fund - Regular Plan,2,2.02,30/53,Very High,Equity,1.67,2019-07-29,"16,337"
Mirae Asset Multicap Fund - Regular Plan,--,6.46,5/25,Very High,Equity,1.87,2023-08-21,"3,710"
Mirae Asset Nifty 100 ESG Sector Leaders ETF,--,6.99,3/10,Very High,Equity,0.41,2020-11-17,121.00
Mirae Asset Nifty 100 ESG Sector Leaders FoF - Regular Plan,--,6.37,4/10,Very High,Equity,0.43,2020-11-18,100.00
Mirae Asset Nifty 100 Low Volatility 30 ETF,--,6.49,66/144,Very High,Equity,0.33,2023-03-24,43.00
Mirae Asset Nifty 200 Alpha 30 ETF,--,-8.30,43/54,Very High,Equity,0.47,2023-10-20,417.00
Mirae Asset Nifty 200 Alpha 30 ETF FoF - Regular Plan,--,--,--,Very High,Equity,0.63,2024-07-26,198.00
Mirae Asset Nifty500 Multicap 50:25:25 ETF,--,--,--,Very High,Equity,0.16,2024-08-30,47.00
Mirae Asset Nifty50 Equal Weight ETF,--,--,--,Very High,Equity,0.07,2025-05-09,7.00
Mirae Asset Nifty 50 ETF,--,7.59,10/144,Very High,Equity,0.04,2018-11-20,"4,583"
Mirae Asset Nifty 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.75,2024-10-24,29.00
Mirae Asset Nifty Bank ETF,--,9.05,23/52,Very High,Equity,0.10,2023-07-20,255.00
Mirae Asset Nifty EV and New Age Automotive ETF,--,--,--,Very High,Equity,0.44,2024-07-10,175.00
Mirae Asset Nifty Financial Services ETF,--,16.22,5/52,Very High,Equity,0.12,2021-07-30,383.00
Mirae Asset Nifty India Internet ETF,--,--,--,Very High,Equity,--,--,--
Mirae Asset Nifty India Manufacturing ETF,--,-2.44,48/79,Very High,Equity,0.50,2022-01-27,215.00
Mirae Asset Nifty India Manufacturing ETF FoF - Regular Plan,--,-3.18,50/79,Very High,Equity,0.46,2022-01-31,113.00
Mirae Asset Nifty India New Age Consumption ETF,--,--,--,Very High,Equity,0.33,2024-12-26,26.00
Mirae Asset Nifty India New Age Consumption ETF FoF - Regular Plan,--,--,--,Very High,Equity,0.62,2025-01-02,14.00
Mirae Asset Nifty IT ETF,--,13.72,5/26,Very High,Equity,0.10,2023-10-20,136.00
Mirae Asset Nifty LargeMidcap 250 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.86,2024-10-24,20.00
Mirae Asset Nifty Metal ETF,--,--,--,Very High,Equity,0.27,2024-10-03,31.00
Mirae Asset Nifty Midcap 150 ETF,--,2.96,19/53,Very High,Equity,0.05,2022-03-09,"1,073"
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF,--,-3.75,50/53,Very High,Equity,0.46,2024-05-22,360.00
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF FoF - Regular Plan,--,-5.06,52/53,Very High,Equity,0.66,2024-05-30,243.00
Mirae Asset Nifty Next 50 ETF,--,-6.22,127/144,Very High,Equity,0.05,2020-01-24,677.00
Mirae Asset Nifty PSU Bank ETF,--,--,--,Very High,Equity,0.18,2024-10-01,45.00
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,--,-8.42,43/44,Very High,Equity,0.47,2024-02-23,619.00
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF FoF - Regular Plan,--,-9.36,44/44,Very High,Equity,0.64,2024-03-01,208.00
Mirae Asset Nifty Total Market Index Fund - Regular Plan,--,--,--,Very High,Equity,0.91,2024-10-28,42.00
Mirae Asset NYSE FANG+ ETF,--,29.36,7/60,Very High,Equity,0.65,2021-05-06,"2,876"
Mirae Asset NYSE FANG+ ETF FoF - Regular Plan,--,41.56,3/60,Very High,Equity,0.45,2021-05-10,"1,925"
Mirae Asset Small Cap Fund - Regular Plan,--,--,--,Very High,Equity,2.05,2025-01-31,"1,580"
Mirae Asset S&P 500 Top 50 ETF,--,12.97,34/60,Very High,Equity,0.60,2021-09-20,796.00
Mirae Asset S&P 500 Top 50 ETF FoF - Regular Plan,--,22.58,10/60,Very High,Equity,0.49,2021-09-22,612.00
Motilal Oswal Active Momentum Fund - Regular Plan,--,--,--,Very High,Equity,2.68,2025-03-17,73.00
Motilal Oswal BSE 1000 Index Fund - Regular Plan,--,--,--,Very High,Equity,--,--,--
Motilal Oswal BSE Enhanced Value ETF,--,-2.71,25/31,Very High,Equity,0.31,2022-08-22,127.00
Motilal Oswal BSE Enhanced Value Index Fund - Regular Plan,--,-3.48,27/31,Very High,Equity,1.10,2022-08-22,832.00
Motilal Oswal BSE Financials ex Bank 30 Index Fund - Regular Plan,--,13.54,13/52,Very High,Equity,1.04,2022-07-29,21.00
Motilal Oswal BSE Healthcare ETF,--,17.33,5/23,Very High,Equity,0.24,2022-07-29,30.00
Motilal Oswal BSE India Infrastructure ETF,--,--,--,Very High,Equity,0.48,2025-05-21,5.00
Motilal Oswal BSE Low Volatility ETF,--,1.44,30/54,Very High,Equity,0.37,2022-03-23,81.00
Motilal Oswal BSE Low Volatility Index Fund - Regular Plan,3,0.53,34/54,Very High,Equity,1.05,2022-03-23,112.00
Motilal Oswal BSE Quality ETF,--,-3.41,39/54,Very High,Equity,0.31,2022-08-22,19.00
Motilal Oswal BSE Quality Index Fund - Regular Plan,--,-3.98,42/54,Very High,Equity,1.05,2022-08-22,52.00
Motilal Oswal Business Cycle Fund - Regular Plan,--,--,--,Very High,Equity,2.02,2024-08-27,"1,910"
Motilal Oswal Developed Market Ex US ETFs FoF - Regular Plan,--,16.33,18/60,Very High,Equity,0.55,2023-09-21,31.00
Motilal Oswal Digital India Fund - Regular Plan,--,--,--,Very High,Equity,2.28,2024-11-04,796.00
Motilal Oswal ELSS Tax Saver Fund - Regular Plan,4,7.12,5/38,Very High,Equity,1.82,2015-01-21,"4,360"
Motilal Oswal Flexi Cap Fund - Regular Plan,4,11.23,3/91,Very High,Equity,1.72,2014-04-28,"13,023"
Motilal Oswal Focused Fund - Regular Plan,1,-6.31,86/91,Very High,Equity,2.14,2013-05-13,"1,555"
Motilal Oswal Infrastructure Fund - Regular Plan,--,--,--,Very High,Equity,2.66,2025-05-13,30.00
Motilal Oswal Innovation Opportunities Fund - Regular Plan,--,--,--,Very High,Equity,2.43,2025-02-18,182.00
Motilal Oswal Large and Midcap Fund - Regular Plan,5,12.56,1/54,Very High,Equity,1.73,2019-10-17,"10,840"
Motilal Oswal Large Cap Fund - Regular Plan,--,18.16,1/144,Very High,Equity,2.01,2024-02-06,"2,327"
Motilal Oswal Manufacturing Fund - Regular Plan,--,--,--,Very High,Equity,2.30,2024-08-08,794.00
Motilal Oswal Midcap Fund - Regular Plan,5,8.32,4/53,Very High,Equity,1.58,2014-02-24,"30,401"
Motilal Oswal Multi Cap Fund - Regular Plan,--,--,--,Very High,Equity,1.88,2024-06-18,"3,844"
Motilal Oswal NASDAQ 100 ETF,--,13.45,28/60,Very High,Equity,0.58,2011-03-29,"8,996"
Motilal Oswal Nasdaq 100 FOF - Regular Plan,--,9.28,49/60,Very High,Equity,0.58,2018-11-29,"5,042"
Motilal Oswal Nasdaq Q50 ETF,--,17.81,15/60,Very High,Equity,0.46,2021-12-23,78.00
Motilal Oswal Nifty 200 Momentum 30 ETF,--,-11.22,46/54,Very High,Equity,0.30,2022-02-10,128.00
Motilal Oswal Nifty 200 Momentum 30 Index Fund - Regular Plan,1,-11.81,51/54,Very High,Equity,1.00,2022-02-10,916.00
Motilal Oswal Nifty 500 ETF,--,4.00,47/91,Very High,Equity,0.21,2023-09-29,134.00
Motilal Oswal Nifty 500 Index Fund - Regular Plan,3,3.29,55/91,Very High,Equity,0.88,2019-09-06,"2,359"
Motilal Oswal Nifty 500 Momentum 50 ETF,--,--,--,Very High,Equity,0.41,2024-09-24,179.00
Motilal Oswal Nifty 500 Momentum 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.09,2024-09-24,656.00
Motilal Oswal Nifty 50 Equal Weight ETF,--,--,--,Very High,Equity,0.15,2025-05-07,5.00
Motilal Oswal Nifty 50 ETF,--,7.57,15/144,Very High,Equity,0.06,2010-07-28,55.00
Motilal Oswal Nifty 50 Index Fund - Regular Plan,3,7.02,51/144,Very High,Equity,0.51,2019-12-23,701.00
Motilal Oswal Nifty Bank Index Fund - Regular Plan,2,8.21,38/52,Very High,Equity,0.99,2019-09-06,642.00
Motilal Oswal Nifty Capital Market ETF,--,--,--,Very High,Equity,0.52,2025-03-13,15.00
Motilal Oswal Nifty Capital Market Index Fund - Regular Plan,--,--,--,Very High,Equity,1.10,2024-12-16,205.00
Motilal Oswal Nifty India Defence ETF,--,--,--,Very High,Equity,0.41,2024-08-21,463.00
Motilal Oswal Nifty India Defence Index Fund - Regular Plan,--,--,--,Very High,Equity,1.10,2024-07-03,"3,776"
Motilal Oswal Nifty India Manufacturing ETF,--,--,--,Very High,Equity,0.31,2025-05-28,5.00
Motilal Oswal Nifty India Tourism ETF,--,--,--,Very High,Equity,--,2025-06-12,--
