Funds,Rating,1 Yr Ret (%),1 Yr Rank,Riskometer,Category,Expense Ratio (%),Launch,Net Assets (Cr)
ICICI Prudential Technology Fund,--,14.45,Mar-26,Very High,Equity,1.75,03-03-2000,"13,900"
ICICI Prudential Thematic Advantage Fund (FOF),--,15.59,Feb-79,Very High,Equity,1.52,18-12-2003,"3,470"
ICICI Prudential Transportation and Logistics Fund,--,-0.6,36/79,Very High,Equity,1.98,28-10-2022,"3,128"
ICICI Prudential US Bluechip Equity Fund,--,7.01,56/60,Very High,Equity,2.02,06-07-2012,"3,015"
ICICI Prudential Value Fund,5,11.42,Jan-31,Very High,Equity,1.52,16-08-2004,"52,598"
Invesco India Business Cycle Fund - Regular Plan,--,--,--,Very High,Equity,2.38,27-02-2025,350
Invesco India Contra Fund,3,8.14,Feb-31,Very High,Equity,1.65,11-04-2007,"18,398"
Invesco India ELSS Tax Saver Fund,2,4.35,22/38,Very High,Equity,1.92,29-12-2006,"2,845"
Invesco India ESG Integration Strategy Fund - Regular Plan,--,4.86,05-Oct,Very High,Equity,2.43,20-03-2021,483
Invesco India Financial Services Fund,4,14.57,Sep-52,Very High,Equity,2.14,14-07-2008,"1,372"
Invesco India Flexi Cap Fund - Regular Plan,4,9.05,Sep-91,Very High,Equity,1.94,14-02-2022,"2,987"
Invesco India Focused Fund - Regular Plan,4,8.84,Dec-91,Very High,Equity,1.88,29-09-2020,"3,981"
Invesco India Infrastructure Fund,3,-4.57,14/22,Very High,Equity,2.11,21-11-2007,"1,567"
Invesco India - Invesco EQQQ NASDAQ-100 ETF FoF - Regular Plan,--,12.7,35/60,Very High,Equity,0.4,21-04-2022,360
Invesco India - Invesco Global Consumer Trends FoF - Regular Plan,--,31.49,Jun-60,Very High,Equity,1.54,24-12-2020,280
Invesco India - Invesco Global Equity Income FoF - Regular Plan,--,20.49,Dec-60,Very High,Equity,1.4,05-05-2014,41
Invesco India - Invesco Pan European Equity FoF - Regular Plan,--,15.34,20/60,Very High,Equity,0.96,31-01-2014,48
Invesco India Largecap Fund,4,6.39,68/144,Very High,Equity,2.06,21-08-2009,"1,488"
Invesco India Large & Mid Cap Fund,3,12.3,Feb-54,Very High,Equity,1.79,09-08-2007,"7,274"
Invesco India Manufacturing Fund - Regular Plan,--,--,--,Very High,Equity,2.28,14-08-2024,814
Invesco India Mid Cap Fund,4,14.32,Jan-53,Very High,Equity,1.8,19-04-2007,"6,641"
Invesco India Multicap Fund,3,5.5,Aug-25,Very High,Equity,1.89,17-03-2008,"4,003"
Invesco India Nifty 50 ETF,--,7.52,22/144,Very High,Equity,0.1,13-06-2011,93
Invesco India PSU Equity Fund,--,-4.53,04-Jul,Very High,Equity,2.14,18-11-2009,"1,394"
Invesco India Smallcap Fund - Regular Plan,4,8.94,Mar-44,Very High,Equity,1.76,30-10-2018,"6,823"
Invesco India Technology Fund - Regular Plan,--,--,--,Very High,Equity,2.41,23-09-2024,330
ITI Banking and Financial Services Fund - Regular Plan,2,10.51,17/52,Very High,Equity,2.38,06-12-2021,307
ITI Bharat Consumption Fund - Regular Plan,--,--,--,Very High,Equity,2.34,28-02-2025,204
ITI ELSS Tax Saver Fund - Regular Plan,4,0.9,30/38,Very High,Equity,2.32,18-10-2019,419
ITI Flexi Cap Fund - Regular Plan,--,1.51,72/91,Very High,Equity,2.05,17-02-2023,"1,135"
ITI Focused Equity Fund - Regular Plan,--,5.89,29/91,Very High,Equity,2.37,19-06-2023,511
ITI Large Cap Fund - Regular Plan,3,-0.14,115/144,Very High,Equity,2.35,24-12-2020,539
ITI Large & Mid Cap Fund - Regular Plan,--,--,--,Very High,Equity,2.15,11-09-2024,867
ITI Mid Cap Fund - Regular Plan,4,-2.54,48/53,Very High,Equity,2.06,05-03-2021,"1,201"
ITI Multi Cap Fund - Regular Plan,3,-1.35,23/25,Very High,Equity,2.02,15-05-2019,"1,248"
ITI Pharma and Healthcare Fund - Regular Plan,3,14.38,Nov-23,Very High,Equity,2.35,08-11-2021,221
ITI Small Cap Fund - Regular Plan,4,2.26,Dec-44,Very High,Equity,1.93,17-02-2020,"2,504"
ITI Value Fund - Regular Plan,3,-4.77,29/31,Very High,Equity,2.37,14-06-2021,323
JM ELSS Tax Saver Fund,4,-0.82,33/38,Very High,Equity,2.38,31-03-2008,199
JM Flexicap Fund,4,-4.98,84/91,Very High,Equity,1.77,23-09-2008,"5,917"
JM Focused Fund,3,-1.35,78/91,Very High,Equity,2.37,05-03-2008,279
JM Large Cap Fund,4,-3.24,121/144,Very High,Equity,2.36,01-04-1995,526
JM Midcap Fund - Regular Plan,--,-2.24,46/53,Very High,Equity,2.05,21-11-2022,"1,396"
JM Small Cap Fund - Regular Plan,--,--,--,Very High,Equity,2.27,18-06-2024,720
JM Value Fund,3,-4.67,28/31,Very High,Equity,2.18,02-06-1997,"1,089"
Kotak Banking & Financial Services Fund - Regular Plan,--,9.9,20/52,Very High,Equity,2.15,27-02-2023,"1,213"
Kotak Bluechip Fund - Regular Plan,4,5.82,78/144,Very High,Equity,1.73,29-12-1998,"10,138"
Kotak BSE Housing Index Fund - Regular Plan,--,-7.88,72/79,Very High,Equity,0.72,28-08-2023,17
Kotak BSE PSU Index Fund - Regular Plan,--,--,--,Very High,Equity,1.04,31-07-2024,79
Kotak BSE Sensex ETF,--,7.24,33/144,Very High,Equity,0.18,06-06-2008,28
Kotak BSE Sensex Index Fund - Regular Plan,--,--,--,Very High,Equity,0.31,17-02-2025,10
Kotak Business Cycle Fund - Regular Plan,--,7.33,Oct-79,Very High,Equity,1.95,28-09-2022,"2,729"
Kotak Consumption Fund - Regular Plan,--,7.5,Feb-21,Very High,Equity,2.12,16-11-2023,"1,248"
Kotak ELSS Tax Saver - Regular Plan,3,-0.68,32/38,Very High,Equity,1.76,23-11-2005,"6,266"
Kotak Emerging Equity Fund - Regular Plan,4,4.79,Nov-53,Very High,Equity,1.42,30-03-2007,"53,464"
Kotak Energy Opportunities Fund - Regular Plan,--,--,--,Very High,Equity,2.42,25-04-2025,184
Kotak Equity Opportunities Fund - Regular Plan,3,0.73,33/54,Very High,Equity,1.59,09-09-2004,"27,046"
Kotak ESG Exclusionary Strategy Fund - Regular Plan,--,1.59,09-Oct,Very High,Equity,2.28,11-12-2020,875
Kotak Flexicap Fund - Regular Plan,3,5.28,37/91,Very High,Equity,1.46,11-09-2009,"52,533"
Kotak Focused Equity Fund - Regular Plan,3,3.86,50/91,Very High,Equity,1.89,16-07-2019,"3,536"
Kotak Global Emerging Market - Regular Plan,--,11.08,41/60,Very High,Equity,1.62,26-09-2007,93
Kotak Global Innovation FoF - Regular Plan,--,8.85,--,Very High,Equity,1.59,29-07-2021,497
Kotak Healthcare Fund - Regular Plan,--,12.81,17/23,Very High,Equity,2.4,11-12-2023,435
Kotak India EQ Contra Fund - Regular Plan,3,1.84,18/31,Very High,Equity,1.86,27-07-2005,"4,283"
Kotak Infrastructure and Economic Reform Fund - Standard Plan,3,-7.37,20/22,Very High,Equity,1.99,25-02-2008,"2,402"
Kotak International REIT FOF - Regular Plan,--,14.11,23/60,Very High,Equity,1.36,29-12-2020,65
Kotak Manufacture in India Fund - Regular Plan,--,-2,42/79,Very High,Equity,1.97,22-02-2022,"2,429"
Kotak MNC Fund - Regular Plan,--,--,--,Low to Moderate,Equity,1.99,28-10-2024,"2,242"
Kotak MSCI India ETF,--,--,--,Very High,Equity,0.4,19-02-2025,"1,174"
Kotak Multicap Fund - Regular Plan,4,1.31,22/25,Very High,Equity,1.63,29-09-2021,"17,943"
Kotak Nasdaq 100 FOF - Regular Plan,--,12.37,38/60,Very High,Equity,0.61,02-02-2021,"3,158"
Kotak Nifty 100 Equal Weight ETF,--,--,--,Very High,Equity,0.25,24-02-2025,1
Kotak Nifty 100 Equal Weight Index Fund - Regular Plan,--,--,--,Very High,Equity,0.72,23-12-2024,11
Kotak Nifty 100 Low Volatility 30 ETF,--,6.57,63/144,Very High,Equity,0.09,23-03-2022,172
Kotak Nifty 100 Low Volatility 30 Index Fund - Regular Plan,--,5.34,82/144,Very High,Equity,0.94,07-06-2024,106
Kotak Nifty 200 Momentum 30 Index Fund - Regular Plan,--,-10.83,45/54,Very High,Equity,0.79,15-06-2023,447
Kotak Nifty200 Quality 30 ETF,--,--,--,Very High,Equity,--,--,--
Kotak Nifty 200 Quality 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,--,--,--
Kotak Nifty 50 Equal Weight Index Fund - Regular Plan,--,--,--,Very High,Equity,0.72,23-12-2024,12
Kotak Nifty 50 ETF,--,7.59,12/144,Very High,Equity,0.04,02-02-2010,"3,063"
Kotak Nifty 50 Index Fund - Regular Plan,3,6.94,55/144,Very High,Equity,0.35,21-06-2021,900
Kotak Nifty 50 Value 20 ETF,--,2.86,Nov-31,Very High,Equity,0.14,02-12-2015,119
Kotak Nifty Alpha 50 ETF,--,-7.09,87/91,Very High,Equity,0.3,22-12-2021,655
Kotak Nifty Bank ETF,--,8.99,29/52,Very High,Equity,0.15,04-12-2014,"5,541"
Kotak Nifty Commodities Index Fund - Regular Plan,--,--,--,Very High,Equity,0.48,10-03-2025,5
Kotak Nifty Financial Services Ex-Bank Index Fund - Regular Plan,--,21.47,Feb-52,Very High,Equity,0.73,14-08-2023,55
Kotak NIFTY India Consumption ETF,--,5.62,Apr-21,Very High,Equity,0.1,28-07-2022,6
Kotak Nifty India Tourism Index Fund - Regular Plan,--,--,--,Very High,Equity,0.96,23-09-2024,29
Kotak Nifty IT ETF,--,13.7,Jun-26,Very High,Equity,0.09,02-03-2021,184
Kotak Nifty Midcap 150 ETF,--,--,--,Very High,Equity,0.1,21-03-2025,2
Kotak Nifty Midcap 150 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.78,21-03-2025,5
Kotak Nifty Midcap 150 Momentum 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.93,08-10-2024,216
Kotak Nifty Midcap 50 ETF,--,5.05,Oct-53,Very High,Equity,0.05,28-01-2022,68
Kotak Nifty Midcap 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.86,16-08-2024,56
Kotak Nifty MNC ETF,--,-6.21,05-Jun,Very High,Equity,0.3,05-08-2022,36
Kotak Nifty Next 50 Index Fund - Regular Plan,3,-6.77,132/144,Very High,Equity,0.57,10-03-2021,643
Kotak Nifty PSU Bank ETF,--,-8.1,52/52,Very High,Equity,0.49,08-11-2007,"1,523"
Kotak Nifty Smallcap 250 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.73,27-01-2025,25
Kotak Nifty Smallcap 50 Index Fund - Regular Plan,--,2.33,Nov-44,Very High,Equity,0.9,10-04-2023,130
Kotak Nifty Top 10 Equal Weight Index Fund - Regular Plan,--,--,--,Very High,Equity,0.92,28-04-2025,13
Kotak Pioneer Fund - Regular Plan,--,5.78,15/79,Very High,Equity,1.88,31-10-2019,"2,807"
Kotak Quant Fund - Regular Plan,--,-6.12,65/79,Very High,Equity,1.66,02-08-2023,659
Kotak Small Cap Fund - Regular Plan,2,-0.93,24/44,Very High,Equity,1.66,24-02-2005,"17,329"
Kotak Special Opportunities Fund - Regular Plan,--,--,--,Very High,Equity,2.02,29-06-2024,"2,089"
Kotak Technology Fund - Regular Plan,--,14.13,Apr-26,Very High,Equity,2.4,04-03-2024,581
Kotak Transportation & Logistics Fund - Regular Plan,--,--,--,Very High,Equity,2.41,16-12-2024,391
LIC MF Banking & Financial Services Fund - Regular Plan,1,3.13,46/52,Very High,Equity,2.42,27-03-2015,273
LIC MF BSE Sensex ETF,--,7.33,31/144,Very High,Equity,0.1,30-11-2015,813
LIC MF BSE Sensex Index Plan,2,6.28,70/144,Very High,Equity,1.08,05-12-2002,89
LIC MF Children's Fund,2,-1.87,79/91,Very High,Equity,2.45,12-11-2001,15
LIC MF Dividend Yield Fund - Regular Plan,--,4.49,03-Sep,Very High,Equity,2.35,21-12-2018,560
LIC MF ELSS Tax Saver,3,4.7,19/38,Very High,Equity,2.15,31-03-1997,"1,113"
LIC MF Flexi Cap Fund,2,-4.69,83/91,Very High,Equity,2.28,15-04-1993,980
LIC MF Focused Fund - Regular Plan,--,5.15,--,Very High,Equity,2.52,17-11-2017,140
LIC MF Healthcare Fund - Regular Plan,1,14.51,Oct-23,Very High,Equity,2.45,28-02-2019,84
LIC MF Infrastructure Fund,3,1.14,Apr-22,Very High,Equity,2.16,24-03-2008,"1,005"
LIC MF Large Cap Fund,2,5.32,83/144,Very High,Equity,2.12,01-09-1994,"1,469"
LIC MF Large & Mid Cap Fund - Regular Plan,2,3.28,16/54,Very High,Equity,1.91,25-02-2015,"3,055"
LIC MF Manufacturing Fund - Regular Plan,--,--,--,Very High,Equity,2.21,11-10-2024,874
LIC MF Midcap Fund - Regular Plan,2,0.97,38/53,Very High,Equity,2.48,25-01-2017,335
LIC MF Multi Cap Fund - Regular Plan,--,4.23,Nov-25,Very High,Equity,2.04,31-10-2022,"1,569"
LIC MF Nifty 100 ETF,--,4.79,91/144,Very High,Equity,0.28,17-03-2016,738
LIC MF Nifty 50 ETF,--,7.56,18/144,Very High,Equity,0.06,20-11-2015,867
LIC MF Nifty 50 Index Plan,2,6.51,65/144,Very High,Equity,1.01,05-12-2002,331
LIC MF Nifty Midcap 100 ETF,--,4.79,Dec-53,Very High,Equity,0.16,14-02-2024,712
LIC MF Nifty Next 50 Index Fund,2,-6.91,137/144,Very High,Equity,0.9,20-09-2010,97
LIC MF Small Cap Fund - Regular Plan,2,-4.37,40/44,Very High,Equity,2.38,21-06-2017,576
LIC MF Value Fund - Regular Plan,1,-2.45,24/31,Very High,Equity,2.41,20-08-2018,165
Mahindra Manulife Asia Pacific REITs FoF - Regular Plan,--,16.48,17/60,Very High,Equity,1.37,20-10-2021,25
Mahindra Manulife Business Cycle Fund - Regular Plan,--,1,29/79,Very High,Equity,2.11,11-09-2023,"1,220"
Mahindra Manulife Consumption Fund - Regular Plan,2,-0.8,20/21,Very High,Equity,2.38,13-11-2018,495
Mahindra Manulife ELSS Tax Saver Fund - Regular Plan,3,3.87,24/38,Very High,Equity,2.15,18-10-2016,950
Mahindra Manulife Flexi Cap Fund - Regular Plan,3,4.03,46/91,Very High,Equity,2.05,23-08-2021,"1,502"
Mahindra Manulife Focused Fund - Regular Plan,4,3.37,53/91,Very High,Equity,1.98,17-11-2020,"2,112"
Mahindra Manulife Large Cap Fund - Regular Plan,4,5.02,88/144,Very High,Equity,2.31,15-03-2019,675
Mahindra Manulife Large & Mid Cap Fund - Regular Plan,3,0.45,35/54,Very High,Equity,1.93,30-12-2019,"2,629"
Mahindra Manulife Manufacturing Fund - Regular Plan,--,--,--,Very High,Equity,2.24,24-06-2024,873
Mahindra Manulife Mid Cap Fund - Regular Plan,3,0.69,40/53,Very High,Equity,1.86,30-01-2018,"3,776"
Mahindra Manulife Multi Cap Fund - Regular Plan,2,3.71,Dec-25,Very High,Equity,1.8,11-05-2017,"5,408"
Mahindra Manulife Small Cap Fund - Regular Plan,--,-1.1,25/44,Very High,Equity,1.85,12-12-2022,"3,841"
Mahindra Manulife Value Fund - Regular Plan,--,--,--,Very High,Equity,2.37,03-03-2025,383
Mirae Asset Banking and Financial Services Fund - Regular Plan,3,11.47,16/52,Very High,Equity,2.05,11-12-2020,"1,998"
Mirae Asset BSE 200 Equal Weight ETF,--,--,--,Low,Equity,0.36,10-03-2025,16
Mirae Asset BSE 200 Equal Weight ETF FoF - Regular Plan,--,--,--,Low,Equity,0.64,18-03-2025,9
Mirae Asset BSE Select IPO ETF,--,--,--,Low,Equity,0.36,10-03-2025,18
Mirae Asset BSE Select IPO ETF FoF - Regular Plan,--,--,--,Low,Equity,0.64,18-03-2025,10
Mirae Asset BSE Sensex ETF,--,7.4,27/144,Very High,Equity,0.05,29-09-2023,19
Mirae Asset Diversified Equity Allocator Passive FoF - Regular Plan,4,3.68,102/144,Very High,Equity,0.11,21-09-2020,938
Mirae Asset ELSS Tax Saver Fund - Regular Plan,3,6.22,Nov-38,Very High,Equity,1.56,28-12-2015,"25,567"
Mirae Asset Flexi Cap Fund - Regular Plan,--,5.75,32/91,Very High,Equity,1.93,24-02-2023,"2,815"
Mirae Asset Focused Fund - Regular Plan,2,8.97,Oct-91,Very High,Equity,1.77,14-05-2019,"7,927"
Mirae Asset Global Electric & Autonomous Vehicles Equity Passive FoF - Regular Plan,--,-0.33,60/60,Very High,Equity,0.53,07-09-2022,47
Mirae Asset Global X Artificial Intelligence & Technology ETF FoF - Regular Plan,--,20.36,13/60,Very High,Equity,0.4,07-09-2022,314
Mirae Asset Great Consumer Fund - Regular Plan,3,2.69,15/21,Very High,Equity,1.85,29-03-2011,"4,224"
Mirae Asset Hang Seng TECH ETF,--,40.77,Apr-60,Very High,Equity,0.56,06-12-2021,365
Mirae Asset Hang Seng TECH ETF FoF - Regular Plan,--,53.47,Feb-60,Very High,Equity,0.52,08-12-2021,87
Mirae Asset Healthcare Fund - Regular Plan,2,14.59,Sep-23,Very High,Equity,1.94,02-07-2018,"2,691"
Mirae Asset Large Cap Fund - Regular Plan,3,6.95,52/144,Very High,Equity,1.52,04-04-2008,"39,530"
Mirae Asset Large & Midcap Fund - Regular Plan,2,2.74,21/54,Very High,Equity,1.53,09-07-2010,"39,459"
Mirae Asset Midcap Fund - Regular Plan,2,2.02,30/53,Very High,Equity,1.67,29-07-2019,"16,337"
Mirae Asset Multicap Fund - Regular Plan,--,6.46,May-25,Very High,Equity,1.87,21-08-2023,"3,710"
Mirae Asset Nifty 100 ESG Sector Leaders ETF,--,6.99,03-Oct,Very High,Equity,0.41,17-11-2020,121
Mirae Asset Nifty 100 ESG Sector Leaders FoF - Regular Plan,--,6.37,04-Oct,Very High,Equity,0.43,18-11-2020,100
Mirae Asset Nifty 100 Low Volatility 30 ETF,--,6.49,66/144,Very High,Equity,0.33,24-03-2023,43
Mirae Asset Nifty 200 Alpha 30 ETF,--,-8.3,43/54,Very High,Equity,0.47,20-10-2023,417
Mirae Asset Nifty 200 Alpha 30 ETF FoF - Regular Plan,--,--,--,Very High,Equity,0.63,26-07-2024,198
Mirae Asset Nifty500 Multicap 50:25:25 ETF,--,--,--,Very High,Equity,0.16,30-08-2024,47
Mirae Asset Nifty50 Equal Weight ETF,--,--,--,Very High,Equity,0.07,09-05-2025,7
Mirae Asset Nifty 50 ETF,--,7.59,10/144,Very High,Equity,0.04,20-11-2018,"4,583"
Mirae Asset Nifty 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.75,24-10-2024,29
Mirae Asset Nifty Bank ETF,--,9.05,23/52,Very High,Equity,0.1,20-07-2023,255
Mirae Asset Nifty EV and New Age Automotive ETF,--,--,--,Very High,Equity,0.44,10-07-2024,175
Mirae Asset Nifty Financial Services ETF,--,16.22,May-52,Very High,Equity,0.12,30-07-2021,383
Mirae Asset Nifty India Internet ETF,--,--,--,Very High,Equity,--,--,--
Mirae Asset Nifty India Manufacturing ETF,--,-2.44,48/79,Very High,Equity,0.5,27-01-2022,215
Mirae Asset Nifty India Manufacturing ETF FoF - Regular Plan,--,-3.18,50/79,Very High,Equity,0.46,31-01-2022,113
Mirae Asset Nifty India New Age Consumption ETF,--,--,--,Very High,Equity,0.33,26-12-2024,26
Mirae Asset Nifty India New Age Consumption ETF FoF - Regular Plan,--,--,--,Very High,Equity,0.62,02-01-2025,14
Mirae Asset Nifty IT ETF,--,13.72,May-26,Very High,Equity,0.1,20-10-2023,136
Mirae Asset Nifty LargeMidcap 250 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.86,24-10-2024,20
Mirae Asset Nifty Metal ETF,--,--,--,Very High,Equity,0.27,03-10-2024,31
Mirae Asset Nifty Midcap 150 ETF,--,2.96,19/53,Very High,Equity,0.05,09-03-2022,"1,073"
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF,--,-3.75,50/53,Very High,Equity,0.46,22-05-2024,360
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF FoF - Regular Plan,--,-5.06,52/53,Very High,Equity,0.66,30-05-2024,243
Mirae Asset Nifty Next 50 ETF,--,-6.22,127/144,Very High,Equity,0.05,24-01-2020,677
Mirae Asset Nifty PSU Bank ETF,--,--,--,Very High,Equity,0.18,01-10-2024,45
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,--,-8.42,43/44,Very High,Equity,0.47,23-02-2024,619
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF FoF - Regular Plan,--,-9.36,44/44,Very High,Equity,0.64,01-03-2024,208
Mirae Asset Nifty Total Market Index Fund - Regular Plan,--,--,--,Very High,Equity,0.91,28-10-2024,42
Mirae Asset NYSE FANG+ ETF,--,29.36,Jul-60,Very High,Equity,0.65,06-05-2021,"2,876"
Mirae Asset NYSE FANG+ ETF FoF - Regular Plan,--,41.56,Mar-60,Very High,Equity,0.45,10-05-2021,"1,925"
Mirae Asset Small Cap Fund - Regular Plan,--,--,--,Very High,Equity,2.05,31-01-2025,"1,580"
Mirae Asset S&P 500 Top 50 ETF,--,12.97,34/60,Very High,Equity,0.6,20-09-2021,796
Mirae Asset S&P 500 Top 50 ETF FoF - Regular Plan,--,22.58,Oct-60,Very High,Equity,0.49,22-09-2021,612
Motilal Oswal Active Momentum Fund - Regular Plan,--,--,--,Very High,Equity,2.68,17-03-2025,73
Motilal Oswal BSE 1000 Index Fund - Regular Plan,--,--,--,Very High,Equity,--,--,--
Motilal Oswal BSE Enhanced Value ETF,--,-2.71,25/31,Very High,Equity,0.31,22-08-2022,127
Motilal Oswal BSE Enhanced Value Index Fund - Regular Plan,--,-3.48,27/31,Very High,Equity,1.1,22-08-2022,832
Motilal Oswal BSE Financials ex Bank 30 Index Fund - Regular Plan,--,13.54,13/52,Very High,Equity,1.04,29-07-2022,21
Motilal Oswal BSE Healthcare ETF,--,17.33,May-23,Very High,Equity,0.24,29-07-2022,30
Motilal Oswal BSE India Infrastructure ETF,--,--,--,Very High,Equity,0.48,21-05-2025,5
Motilal Oswal BSE Low Volatility ETF,--,1.44,30/54,Very High,Equity,0.37,23-03-2022,81
Motilal Oswal BSE Low Volatility Index Fund - Regular Plan,3,0.53,34/54,Very High,Equity,1.05,23-03-2022,112
Motilal Oswal BSE Quality ETF,--,-3.41,39/54,Very High,Equity,0.31,22-08-2022,19
Motilal Oswal BSE Quality Index Fund - Regular Plan,--,-3.98,42/54,Very High,Equity,1.05,22-08-2022,52
Motilal Oswal Business Cycle Fund - Regular Plan,--,--,--,Very High,Equity,2.02,27-08-2024,"1,910"
Motilal Oswal Developed Market Ex US ETFs FoF - Regular Plan,--,16.33,18/60,Very High,Equity,0.55,21-09-2023,31
Motilal Oswal Digital India Fund - Regular Plan,--,--,--,Very High,Equity,2.28,04-11-2024,796
Motilal Oswal ELSS Tax Saver Fund - Regular Plan,4,7.12,May-38,Very High,Equity,1.82,21-01-2015,"4,360"
Motilal Oswal Flexi Cap Fund - Regular Plan,4,11.23,Mar-91,Very High,Equity,1.72,28-04-2014,"13,023"
Motilal Oswal Focused Fund - Regular Plan,1,-6.31,86/91,Very High,Equity,2.14,13-05-2013,"1,555"
Motilal Oswal Infrastructure Fund - Regular Plan,--,--,--,Very High,Equity,2.66,13-05-2025,30
Motilal Oswal Innovation Opportunities Fund - Regular Plan,--,--,--,Very High,Equity,2.43,18-02-2025,182
Motilal Oswal Large and Midcap Fund - Regular Plan,5,12.56,Jan-54,Very High,Equity,1.73,17-10-2019,"10,840"
Motilal Oswal Large Cap Fund - Regular Plan,--,18.16,1/144,Very High,Equity,2.01,06-02-2024,"2,327"
Motilal Oswal Manufacturing Fund - Regular Plan,--,--,--,Very High,Equity,2.3,08-08-2024,794
Motilal Oswal Midcap Fund - Regular Plan,5,8.32,Apr-53,Very High,Equity,1.58,24-02-2014,"30,401"
Motilal Oswal Multi Cap Fund - Regular Plan,--,--,--,Very High,Equity,1.88,18-06-2024,"3,844"
Motilal Oswal NASDAQ 100 ETF,--,13.45,28/60,Very High,Equity,0.58,29-03-2011,"8,996"
Motilal Oswal Nasdaq 100 FOF - Regular Plan,--,9.28,49/60,Very High,Equity,0.58,29-11-2018,"5,042"
Motilal Oswal Nasdaq Q50 ETF,--,17.81,15/60,Very High,Equity,0.46,23-12-2021,78
Motilal Oswal Nifty 200 Momentum 30 ETF,--,-11.22,46/54,Very High,Equity,0.3,10-02-2022,128
Motilal Oswal Nifty 200 Momentum 30 Index Fund - Regular Plan,1,-11.81,51/54,Very High,Equity,1,10-02-2022,916
Motilal Oswal Nifty 500 ETF,--,4,47/91,Very High,Equity,0.21,29-09-2023,134
Motilal Oswal Nifty 500 Index Fund - Regular Plan,3,3.29,55/91,Very High,Equity,0.88,06-09-2019,"2,359"
Motilal Oswal Nifty 500 Momentum 50 ETF,--,--,--,Very High,Equity,0.41,24-09-2024,179
Motilal Oswal Nifty 500 Momentum 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.09,24-09-2024,656
Motilal Oswal Nifty 50 Equal Weight ETF,--,--,--,Very High,Equity,0.15,07-05-2025,5
Motilal Oswal Nifty 50 ETF,--,7.57,15/144,Very High,Equity,0.06,28-07-2010,55
Motilal Oswal Nifty 50 Index Fund - Regular Plan,3,7.02,51/144,Very High,Equity,0.51,23-12-2019,701
Motilal Oswal Nifty Bank Index Fund - Regular Plan,2,8.21,38/52,Very High,Equity,0.99,06-09-2019,642
Motilal Oswal Nifty Capital Market ETF,--,--,--,Very High,Equity,0.52,13-03-2025,15
Motilal Oswal Nifty Capital Market Index Fund - Regular Plan,--,--,--,Very High,Equity,1.1,16-12-2024,205
Motilal Oswal Nifty India Defence ETF,--,--,--,Very High,Equity,0.41,21-08-2024,463
Motilal Oswal Nifty India Defence Index Fund - Regular Plan,--,--,--,Very High,Equity,1.1,03-07-2024,"3,776"
Motilal Oswal Nifty India Manufacturing ETF,--,--,--,Very High,Equity,0.31,28-05-2025,5
Motilal Oswal Nifty India Tourism ETF,--,--,--,Very High,Equity,--,12-06-2025,--
Motilal Oswal Nifty Microcap 250 Index Fund - Regular Plan,--,-0.37,19/44,Very High,Equity,1.11,05-07-2023,"2,359"
Motilal Oswal Nifty Midcap 100 ETF,--,5.06,Sep-53,Very High,Equity,0.23,31-01-2011,644
Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan,3,2.16,26/53,Very High,Equity,1,06-09-2019,"2,312"
Motilal Oswal Nifty MidSmall Financial Services Index Fund - Regular Plan,--,--,--,Very High,Equity,1.11,19-11-2024,32
Motilal Oswal Nifty MidSmall Healthcare Index Fund - Regular Plan,--,--,--,Very High,Equity,1.11,19-11-2024,24
Motilal Oswal Nifty MidSmall India Consumption Index Fund - Regular Plan,--,--,--,Very High,Equity,1.11,19-11-2024,15
Motilal Oswal Nifty MidSmall IT and Telecom Index Fund - Regular Plan,--,--,--,Very High,Equity,1.1,19-11-2024,36
Motilal Oswal Nifty Next 50 ETF,--,--,--,Very High,Equity,0.2,14-05-2025,3
Motilal Oswal Nifty Next 50 Index Fund - Regular Plan,2,-7.03,138/144,Very High,Equity,1.04,23-12-2019,341
Motilal Oswal Nifty PSE ETF,--,--,--,Very High,Equity,--,05-06-2025,--
Motilal Oswal Nifty Realty ETF,--,-11.17,75/79,Very High,Equity,0.41,15-03-2024,84
Motilal Oswal Nifty Smallcap 250 ETF,--,-0.89,23/44,Very High,Equity,0.31,15-03-2024,100
Motilal Oswal Nifty Smallcap 250 Index Fund - Regular Plan,1,-1.29,26/44,Very High,Equity,1.04,06-09-2019,919
Motilal Oswal Quant Fund - Regular Plan,--,-4.48,55/79,Very High,Equity,0.96,06-06-2024,143
Motilal Oswal Services Fund - Regular Plan,--,--,--,Very High,Equity,--,09-06-2025,--
